ticker,price,price_date,updated_at_utc,updated_at_madrid,market_status,confirmed_close,confirmed_close_date,change_from_close,change_from_close_percent
FNV,266.600006,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,266.600006,2026-09-17,0.0,0.0
FOX,58.43,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,58.43,2026-09-17,0.0,0.0
FOXA,64.980003,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,64.980003,2026-09-17,0.0,0.0
FSM,11.92,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,11.92,2026-09-17,0.0,0.0
GD,355.950012,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,355.950012,2026-09-17,0.0,0.0
GDX,95.919998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,95.919998,2026-09-17,0.0,0.0
GE,313.470001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,313.470001,2026-09-17,0.0,0.0
GEV,924.929993,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,924.929993,2026-09-17,0.0,0.0
GILD,150.889999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,150.889999,2026-09-17,0.0,0.0
GIS,36.66,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,36.66,2026-09-17,0.0,0.0
GM,86.620003,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,86.620003,2026-09-17,0.0,0.0
GOLD,46.869999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,46.869999,2026-09-17,0.0,0.0
GOOG,343.679993,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,343.679993,2026-09-17,0.0,0.0
GOOGL,347.329987,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,347.329987,2026-09-17,0.0,0.0
GRID,176.839996,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,176.839996,2026-09-17,0.0,0.0
GS,951.469971,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,951.469971,2026-09-17,0.0,0.0
HAL,34.029999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,34.029999,2026-09-17,0.0,0.0
HD,302.51001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,302.51001,2026-09-17,0.0,0.0
HEI,296.480011,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,296.480011,2026-09-17,0.0,0.0
HL,18.959999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,18.959999,2026-09-17,0.0,0.0
HLT,302.540009,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,302.540009,2026-09-17,0.0,0.0
HON,206.490005,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,206.490005,2026-09-17,0.0,0.0
HOOD,109.809998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,109.809998,2026-09-17,0.0,0.0
HSY,168.330002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,168.330002,2026-09-17,0.0,0.0
HUM,384.519989,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,384.519989,2026-09-17,0.0,0.0
HWM,225.759995,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,225.759995,2026-09-17,0.0,0.0
IAI,182.509995,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,182.509995,2026-09-17,0.0,0.0
IBB,207.070007,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,207.070007,2026-09-17,0.0,0.0
IBKR,88.379997,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,88.379997,2026-09-17,0.0,0.0
IBM,237.75,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,237.75,2026-09-17,0.0,0.0
ICE,153.300003,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,153.300003,2026-09-17,0.0,0.0
IFF,84.910004,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,84.910004,2026-09-17,0.0,0.0
IFNNY,62.380001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,62.380001,2026-09-17,0.0,0.0
IGV,105.779999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,105.779999,2026-09-17,0.0,0.0
IJR,139.5,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,139.5,2026-09-17,0.0,0.0
INSM,123.980003,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,123.980003,2026-09-17,0.0,0.0
INTU,313.130005,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,313.130005,2026-09-17,0.0,0.0
IRM,114.0,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,114.0,2026-09-17,0.0,0.0
ISRG,383.540009,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,383.540009,2026-09-17,0.0,0.0
ITA,213.880005,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,213.880005,2026-09-17,0.0,0.0
ITW,267.51001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,267.51001,2026-09-17,0.0,0.0
IWM,285.429993,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,285.429993,2026-09-17,0.0,0.0
JCI,141.059998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,141.059998,2026-09-17,0.0,0.0
JNJ,270.220001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,270.220001,2026-09-17,0.0,0.0
JPM,349.309998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,349.309998,2026-09-17,0.0,0.0
KDP,31.43,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,31.43,2026-09-17,0.0,0.0
KGC,28.49,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,28.49,2026-09-17,0.0,0.0
KHC,24.73,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,24.73,2026-09-17,0.0,0.0
KLAC,168.979996,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,168.979996,2026-09-17,0.0,0.0
KMB,98.190002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,98.190002,2026-09-17,0.0,0.0
KMI,31.309999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,31.309999,2026-09-17,0.0,0.0
KO,88.059998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,88.059998,2026-09-17,0.0,0.0
KR,60.75,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,60.75,2026-09-17,0.0,0.0
KRYS,338.75,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,338.75,2026-09-17,0.0,0.0
LHX,250.460007,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,250.460007,2026-09-17,0.0,0.0
LIN,458.480011,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,458.480011,2026-09-17,0.0,0.0
LITE,893.609985,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,893.609985,2026-09-17,0.0,0.0
LLY,1152.439941,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,1152.439941,2026-09-17,0.0,0.0
LMT,538.090027,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,538.090027,2026-09-17,0.0,0.0
LOW,194.190002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,194.190002,2026-09-17,0.0,0.0
LRCX,269.309998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,269.309998,2026-09-17,0.0,0.0
LYV,168.339996,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,168.339996,2026-09-17,0.0,0.0
MA,565.72998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,565.72998,2026-09-17,0.0,0.0
MAR,334.0,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,334.0,2026-09-17,0.0,0.0
MCD,248.479996,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,248.479996,2026-09-17,0.0,0.0
MDLZ,62.040001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,62.040001,2026-09-17,0.0,0.0
MDT,92.769997,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,92.769997,2026-09-17,0.0,0.0
META,682.309998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,682.309998,2026-09-17,0.0,0.0
MKTX,163.320007,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,163.320007,2026-09-17,0.0,0.0
MLM,494.440002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,494.440002,2026-09-17,0.0,0.0
MNST,44.509998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,44.509998,2026-09-17,0.0,0.0
MO,69.699997,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,69.699997,2026-09-17,0.0,0.0
MOD,184.860001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,184.860001,2026-09-17,0.0,0.0
MP,49.380001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,49.380001,2026-09-17,0.0,0.0
MPC,421.959991,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,421.959991,2026-09-17,0.0,0.0
MPWR,1169.579956,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,1169.579956,2026-09-17,0.0,0.0
MRK,147.149994,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,147.149994,2026-09-17,0.0,0.0
MRNA,158.070007,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,158.070007,2026-09-17,0.0,0.0
MRSH,174.580002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,174.580002,2026-09-17,0.0,0.0
MRVL,240.759995,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,240.759995,2026-09-17,0.0,0.0
MS,203.520004,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,203.520004,2026-09-17,0.0,0.0
MSFT,497.75,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,497.75,2026-09-17,0.0,0.0
MSTR,132.25,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,132.25,2026-09-17,0.0,0.0
MTSI,263.140015,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,263.140015,2026-09-17,0.0,0.0
MU,977.5,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,977.5,2026-09-17,0.0,0.0
NBIX,151.830002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,151.830002,2026-09-17,0.0,0.0
NDAQ,91.309998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,91.309998,2026-09-17,0.0,0.0
NEE,81.279999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,81.279999,2026-09-17,0.0,0.0
NEM,124.389999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,124.389999,2026-09-17,0.0,0.0
NFLX,75.309998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,75.309998,2026-09-17,0.0,0.0
NKE,36.360001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,36.360001,2026-09-17,0.0,0.0
NOC,524.0,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,524.0,2026-09-17,0.0,0.0
NOW,138.470001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,138.470001,2026-09-17,0.0,0.0
NSC,318.970001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,318.970001,2026-09-17,0.0,0.0
NUE,265.140015,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,265.140015,2026-09-17,0.0,0.0
NUVL,123.959999,2026-07-14,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,123.959999,2026-07-14,0.0,0.0
NVDA,219.339996,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,219.339996,2026-09-17,0.0,0.0
NVT,151.330002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,151.330002,2026-09-17,0.0,0.0
NVTS,11.14,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,11.14,2026-09-17,0.0,0.0
NXPI,227.949997,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,227.949997,2026-09-17,0.0,0.0
O,57.32,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,57.32,2026-09-17,0.0,0.0
OMC,78.599998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,78.599998,2026-09-17,0.0,0.0
ON,68.300003,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,68.300003,2026-09-17,0.0,0.0
ORCL,150.589996,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,150.589996,2026-09-17,0.0,0.0
ORLY,84.889999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,84.889999,2026-09-17,0.0,0.0
OXY,59.290001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,59.290001,2026-09-17,0.0,0.0
PAAS,49.619999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,49.619999,2026-09-17,0.0,0.0
PANW,375.059998,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,375.059998,2026-09-17,0.0,0.0
PAVE,52.91,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,52.91,2026-09-17,0.0,0.0
PEG,70.980003,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,70.980003,2026-09-17,0.0,0.0
PEP,133.660004,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,133.660004,2026-09-17,0.0,0.0
PFE,27.639999,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,27.639999,2026-09-17,0.0,0.0
PG,147.550003,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,147.550003,2026-09-17,0.0,0.0
PGR,216.289993,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,216.289993,2026-09-17,0.0,0.0
PKG,235.570007,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,235.570007,2026-09-17,0.0,0.0
PLD,135.179993,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,135.179993,2026-09-17,0.0,0.0
PLTR,176.240005,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,176.240005,2026-09-17,0.0,0.0
PM,190.479996,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,190.479996,2026-09-17,0.0,0.0
POET,7.51,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,7.51,2026-09-17,0.0,0.0
POWI,49.150002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,49.150002,2026-09-17,0.0,0.0
POWL,176.75,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,176.75,2026-09-17,0.0,0.0
PPG,105.449997,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,105.449997,2026-09-17,0.0,0.0
PSA,300.76001,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,300.76001,2026-09-17,0.0,0.0
PSI,134.25,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,134.25,2026-09-17,0.0,0.0
PSX,274.209991,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,274.209991,2026-09-17,0.0,0.0
QCOM,188.710007,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,188.710007,2026-09-17,0.0,0.0
QQQ,716.919983,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,716.919983,2026-09-17,0.0,0.0
QRVO,119.510002,2026-09-17,2026-09-18 06:03:54 UTC,2026-09-18 08:03:54,pre_market,119.510002,2026-09-17,0.0,0.0
